FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,AGG_METHOD_ID,AGG_METHOD_NAME,DECIMALS_ID,DECIMALS_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,COMMENT_TS,UNIT_MULT_ID,UNIT_MULT_NAME,DATA_SOURCE_ID,DATA_SOURCE_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ABW,Aruba,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1.18734426572715,1.32622723498415,1.20366430885019,1.07660194824525,0.986114424783721,0.862398829043227,0.503043105597307,0.133831409365337,-0.0287840436795769,-0.172878468846149,-0.287095354800503,-1.25656462134736,0.433191332877477,0.0857280074449621,-0.0925894239870965,0.125146806661145,0.362554694772122,0.334026691838903,0.703589498767673,1.20572409466493,1.08574012985549,1.17041035995923,1.54168100744254,1.07570026063362,-1.88244251078928,-2.95437362586139,-1.29651660780176,0.290320062131051,1.85688371673627,3.75056134586705,4.88713560049167,4.61012241010557,6.5620284925223,5.17037414583618,2.80831670109337,3.95074287081186,3.87475976651232,2.4607540856619,1.35648590551186,1.03081685259869,0.93503293482838,0.692051826700269,1.13822893851655,2.13535781849357,2.59075665615847,1.79663785158395,0.746664790352749,0.762933470313563,0.678450763317743,0.230041095930877,0.736689418341162,1.46978228958006,1.49203139661921,1.06551209965487,1.02370103122312,0.75796755862231,0.007357607309414,0.158975971141518,0.270504632854835,-0.565684046703506,-0.82021108315363,-0.362774222330685,0.0456516784920034
A,Annual,AFE,Africa Eastern and Southern,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2.662249269789484,2.7234343782862,2.751207521664512,2.808572809287128,2.849731768103126,2.850185896494438,2.885662373096068,2.932711805894598,2.931600262961624,2.930631056661113,2.928935337000496,2.883389039869868,2.963641941376196,3.019615048484297,2.964972598881872,2.96026727011099,2.870010052978913,3.034658462206067,3.178559804176899,3.0443726887341,3.141507113943788,3.267858229320055,3.182234576960781,3.080514103347326,3.056781137047679,3.032604066543485,3.0421155263072,2.947305632010156,2.866056165797048,2.908029828210928,2.788874670491381,2.696188417757142,2.808198304993283,2.694992653817096,2.630243615845316,2.680503378796445,2.596752424773527,2.624682768349857,2.657593515523033,2.629362847263337,2.622438094152059,2.642102235939547,2.653667079582959,2.676564894705365,2.694131172733179,2.705723415711844,2.727991503727424,2.761070137794036,2.775044082780028,2.772256475309447,2.720982046244728,2.730115847273311,2.786358193506146,2.740997395771956,2.733523970521716,2.67591983861189,2.677279310345867,2.771986829252597,2.759056561908821,2.736283131655441,2.68484883132038,2.626658714132461,2.552859369608512
A,Annual,AFG,Afghanistan,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1.9622391202036,2.0445228359303,2.1052082248002,2.16119547210755,2.23370858013984,2.26965142881696,2.30666800699098,2.36068343389987,2.39272037816067,2.4452057451213,2.42851631309344,2.44258389899974,2.53475893911385,2.5268442145866,2.41525048462279,2.21344608328696,2.1280995644747,2.00869785436837,0.323658822560684,-3.62580787978915,-9.81977073931242,-8.25803438536739,-0.669999256586122,2.46291172007885,2.09257523944359,-0.0593340233066949,-0.282849651384286,1.18267114653938,2.9987647953118,1.43458821147838,1.59132588364829,8.15641941048095,11.8072591071712,8.38872960212999,4.89368011973163,4.00540467357125,3.80450803445817,3.7646866376293,3.72811603964771,1.21217597601851,0.762004896898895,5.25202958527833,6.14519400188515,3.57583485398158,3.51921696042587,4.09270201656348,1.8925975396006,2.18654618162979,3.64638090813246,2.93468670173474,3.69150308391849,4.04786256315645,3.41822667584596,3.63251884652008,3.11995924146907,2.53571991833963,2.80833730805469,2.91080959861384,2.98438913621969,3.15360920291972,2.35609779179185,1.43570437048699,2.13559384981397
A,Annual,AFW,Africa Western and Central,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2.126118338016369,2.154401419507778,2.193730649160841,2.208937672913635,2.241025434718296,2.274764299166733,2.290459137339255,2.328412107387592,2.369267571930052,2.418565303956072,2.446143610790969,2.481388701256165,2.553859836422106,2.633427559823502,2.711655272945038,2.718738709219707,2.754938284892788,2.833365477317386,2.871688747754234,2.872775237083559,2.887513691792904,2.944902401418915,2.770137160030941,2.669813170409711,2.771683901078319,2.777787958296045,2.775682496733538,2.786410603175085,2.80990817508868,2.69709676958712,2.678238440274711,2.794266230122247,2.737630705537228,2.690170595070001,2.760442290512515,2.757931313089188,2.756376724858399,2.800172841584398,2.769313862212158,2.789522361077275,2.841151817107047,2.850646283636095,2.854146186245359,2.868948779303082,2.880290233068422,2.86639681729919,2.8621653297362,2.86638405272015,2.831726162240628,2.826188790794973,2.863081164591108,2.820299892465414,2.768800170460707,2.767930275581222,2.736121769966672,2.708955678376299,2.661086688708437,2.565989482930874,2.470060792123704,2.417945167851514,2.391988858125814,2.359680497609773,2.414901204329396
A,Annual,AGO,Angola,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1.32779747379503,0.989638884942996,1.00366645307032,1.02768371068476,1.0521327025144,1.07004599273081,1.07672716199246,1.07351672755809,1.06374555524786,1.53411018165866,2.33572395835657,3.01139927064505,3.41145207135026,3.45890219863504,3.4125582897881,3.33014644361355,3.37937480483443,3.4768536806595,3.50754362150738,3.58793986406709,3.64246045254538,3.67803500207566,3.71606373976317,3.70603601409782,3.67864774172346,3.61842556125761,3.47374802918502,3.40339476992955,3.41457162860406,3.39240335400398,3.35905461487339,3.27414246108306,3.19559442992564,3.24168920160086,3.33998873703717,3.3816089218138,3.39551504166387,3.34679546644871,3.29527663572252,3.31228746945312,3.35370941359163,3.40747615681454,3.49334277776736,3.59445752400652,3.64626893356444,3.68489201610335,3.74258021023639,3.77828976645524,3.80156187494836,3.85109824897149,3.8879459971363,3.88358355528674,3.84998068971631,3.73272806660513,3.60507162233632,3.57644143982026,3.54061221486272,3.45323300897802,3.38788422184303,3.26795864914978,3.18132259995095,3.14302612044601,3.08065530722915
A,Annual,ALB,Albania,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,3.12085537059054,3.05673050279088,2.95374876199632,2.88068642624326,2.75402123804227,2.63456387954101,2.63019034549493,2.84251071048949,2.8960833877323,2.55085117829323,2.4229720170788,2.49497310670312,2.36255222384825,2.29721417566909,2.3011538096943,2.20823525497527,2.21325217885547,2.07574189532527,1.98945701957156,2.04796386136191,2.00297430640894,2.11327178253342,2.12088533357751,2.10393661802013,2.05599460887143,1.93322081083734,1.99703995612751,1.88671052887888,2.68786198874035,1.79908559333186,-0.602809679480026,-0.606434726201759,-0.610165792730247,-0.613880506929603,-0.617703658436963,-0.62151139901728,-0.625430096900055,-0.629334392525913,-0.63335227398725,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287
A,Annual,AND,Andorra,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,7.81481696897547,7.51910047505593,7.21150595530926,6.88305978652916,6.59379645245965,7.02340939081659,7.95482076608293,8.1164086066891,7.7226233936081,7.38423172840341,7.0770003637453,6.82712854593862,6.59885517933086,6.34726268457784,6.09802461998095,5.81540893320219,5.48929364454713,5.13334903832308,4.68754240945787,4.21247076799978,3.80301068628924,4.20169003417802,4.54136449747247,4.1242958534049,3.60558464262208,4.2637572969605,4.11035834180687,3.63286711986262,2.407249672338,3.83123287796408,7.45329468211735,6.0480321596983,4.97705409023407,2.09572588343954,-1.08930148717707,0.112591492472177,1.11281494023923,1.04857897159494,0.500412968697236,-0.038053198830509,0.253921086430399,0.988236936986141,4.38331242746588,6.73220754538658,4.08106927409514,2.7567571256705,2.83924882561682,1.95686286864098,0.469582600578118,-3.86696538756774,-3.68900236441521,-1.22756477898092,-2.15758099819573,-1.95667320426838,-2.14248382559065,0.0096983131938399,2.16803975005007,1.87885332176802,1.73050296926809,1.17775354895761,1.26362889534188,1.69676808598242,1.43374756867515
A,Annual,ARB,Arab World,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,2.611762859583578,2.658225553139502,2.706572559454074,2.717378348254414,2.717246162774785,2.783936663621887,2.875759912043478,2.914663940984028,2.938162177907941,2.918368268026867,2.889987797136271,2.892074686724527,2.979639560919338,3.005429751523693,3.114197887934964,3.239019957276582,3.183854834804919,3.344111174224906,3.571988511744735,3.522827997449269,3.254130437358455,3.149637222750613,3.194913968242162,3.183159826327511,3.121706460705482,3.088090908398343,3.029988886542029,2.809002506520059,2.710505654604646,3.340860831051955,2.337987994800386,2.59158886987818,2.818622349163633,2.781062773972636,2.554663431558055,2.471557500244387,2.434801291896932,2.449313119785799,2.42240041136867,2.444843211943137,2.454092732830432,2.422253183432787,2.369071219766312,2.353741542345688,2.402135258707958,2.447973504977725,2.547956318515162,2.577576388891018,2.50285848854304,2.015187868711351,2.334195400969435,2.412343495490376,2.604545413735053,2.372841902708316,2.488480602682344,2.34468077710757,2.02653072107492,1.793576715480498,1.899837581846128,2.125212940814308,1.525900241578768,2.324007803439727,2.188485793122624
A,Annual,ARE,United Arab Emirates,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,4.94302750761822,4.91872874289777,4.8906456876335,4.7979243899545,4.53634287214408,4.03069699051328,3.23714351228271,10.4104301241277,18.3828157223581,17.8642930456826,15.634694288103,13.906857167078,12.5277265217573,11.3983425279883,10.4303703633327,12.6185316008578,14.2529885512947,13.0578256541173,11.9513405470009,10.7682354018958,7.96003229704081,5.87180088431517,5.74215413753345,5.56480649101998,5.36026160862263,6.29119579654771,7.02946149266028,6.60823561382132,6.22748629856082,5.8784228791753,5.55380997102418,5.24724401080608,4.95223997523987,4.66407380953512,4.4717655242434,6.47661448989632,8.12439404457886,7.61779694622865,7.15727575370797,6.73568170124179,6.37626894621745,6.07539320463732,5.78447695225097,5.48794157690806,5.18764431874288,7.12134410320015,11.5899798855336,11.3816344065238,6.2188003600278,2.39801204084647,3.35932096341285,3.95899214220379,3.99911978796443,4.65292210905658,5.38380162241984,4.93046894788046,3.17379785893425,1.32986873264335,1.0545163442516,-0.474850154644905,1.83513009029147,5.08834153373914,3.97717097504667
A,Annual,ARG,Argentina,WB_WDI_SP_POP_GROW,Population growth (annual %),PC_A,Percentage change per annum,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),Population growth (annual %),0,Units,WB_WDI,World Development Indicators (WDI),A,Normal value,PU,Public,1.65516691395024,1.65684089054911,1.64339841718671,1.61030882522813,1.56411446631364,1.53151134539948,1.52552564515699,1.5300700621594,1.53510695155484,1.56001941277121,1.57425828869798,1.58329622607322,1.61675611830692,1.64473215761616,1.60810835620248,1.56523230766791,1.58361041281169,1.59885003313826,1.59684779867466,1.59304228632554,1.60201232076144,1.60420679867482,1.6019042448548,1.59235691940308,1.57262930146869,1.55539122422629,1.54512926233209,1.54990330404865,1.53134817062707,1.49157462934909,1.43788006980649,1.38438120034139,1.35364018555542,1.3401375748685,1.3103115077878,1.25745217924583,1.21464795933597,1.17552563201514,1.15304317167294,1.13312807570195,1.09794672757946,1.06941318335345,1.0331399769648,1.01407652046238,1.02745772191722,1.02824760534561,0.991101935066697,1.01288878477428,1.05977470732485,1.05636332156278,1.06474009749784,1.0276613644946,0.992958989681133,1.0317435786984,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089
